"Row ID","Order ID","Order Date","Customer ID","City","State","Postal Code","Region","Product ID","Category","Sub-Category","Price"
4947,"CA-2016-151372",9/5/2016,"JH-15985","Redondo Beach","California",90278,"West","OFF-FA-10000304","Office Supplies","Fasteners",4.36
4948,"CA-2014-102085",10/4/2014,"JD-16015","Seattle","Washington",98115,"West","OFF-LA-10002475","Office Supplies","Labels",29.24
4949,"CA-2017-107125",11/27/2017,"BD-11320","Los Angeles","California",90045,"West","OFF-BI-10001989","Office Supplies","Binders",117.49
4950,"CA-2017-107125",11/27/2017,"BD-11320","Los Angeles","California",90045,"West","FUR-FU-10000732","Furniture","Furnishings",18.84
4951,"CA-2016-125815",10/28/2016,"DL-13330","New York City","New York",10009,"East","OFF-AR-10004441","Office Supplies","Art",12.42
4952,"CA-2015-144190",6/9/2015,"NC-18415","Royal Oak","Michigan",48073,"Central","OFF-PA-10000304","Office Supplies","Paper",12.96
4953,"CA-2017-117926",12/8/2017,"AS-10225","San Francisco","California",94109,"West","OFF-AP-10002670","Office Supplies","Appliances",69.48
4954,"CA-2015-153906",3/16/2015,"MS-17980","New York City","New York",10009,"East","TEC-PH-10001527","Technology","Phones",85.90
4955,"CA-2014-160262",6/9/2014,"TS-21205","North Las Vegas","Nevada",89031,"West","OFF-AR-10002335","Office Supplies","Art",18.06
4956,"CA-2014-160262",6/9/2014,"TS-21205","North Las Vegas","Nevada",89031,"West","OFF-PA-10003641","Office Supplies","Paper",79.14
4957,"CA-2014-160262",6/9/2014,"TS-21205","North Las Vegas","Nevada",89031,"West","FUR-FU-10002685","Furniture","Furnishings",37.40
4958,"CA-2015-127607",3/20/2015,"JK-15730","Carrollton","Texas",75007,"Central","OFF-BI-10001308","Office Supplies","Binders",2.51
4959,"CA-2015-127607",3/20/2015,"JK-15730","Carrollton","Texas",75007,"Central","OFF-FA-10003485","Office Supplies","Fasteners",18.86
4960,"CA-2016-166226",11/18/2016,"TC-21535","Los Angeles","California",90008,"West","TEC-PH-10003357","Technology","Phones",61.19
4961,"CA-2016-166226",11/18/2016,"TC-21535","Los Angeles","California",90008,"West","OFF-AP-10002867","Office Supplies","Appliances",67.84
4962,"CA-2014-156587",3/7/2014,"AB-10015","Seattle","Washington",98103,"West","FUR-CH-10004477","Furniture","Chairs",48.71
4963,"CA-2014-156587",3/7/2014,"AB-10015","Seattle","Washington",98103,"West","OFF-AR-10001427","Office Supplies","Art",17.94
4964,"CA-2014-156587",3/7/2014,"AB-10015","Seattle","Washington",98103,"West","OFF-ST-10002344","Office Supplies","Storage",242.94
4965,"CA-2016-141180",5/15/2016,"DP-13000","Fort Lauderdale","Florida",33311,"South","OFF-BI-10000301","Office Supplies","Binders",7.76
4966,"CA-2015-109708",5/25/2015,"CY-12745","Columbia","Tennessee",38401,"South","TEC-PH-10001944","Technology","Phones",467.04
4967,"CA-2015-122406",8/2/2015,"BE-11455","Providence","Rhode Island",2908,"East","TEC-PH-10001527","Technology","Phones",128.85
4968,"CA-2015-122406",8/2/2015,"BE-11455","Providence","Rhode Island",2908,"East","OFF-PA-10001307","Office Supplies","Paper",8.40
4969,"CA-2015-122406",8/2/2015,"BE-11455","Providence","Rhode Island",2908,"East","TEC-AC-10004571","Technology","Accessories",199.98
4970,"CA-2015-122406",8/2/2015,"BE-11455","Providence","Rhode Island",2908,"East","FUR-CH-10001973","Furniture","Chairs",110.98
4971,"US-2016-153815",11/6/2016,"KL-16555","Jacksonville","Florida",32216,"South","FUR-CH-10000513","Furniture","Chairs",207.98
4972,"US-2016-153815",11/6/2016,"KL-16555","Jacksonville","Florida",32216,"South","OFF-PA-10002421","Office Supplies","Paper",36.11
4973,"US-2016-153815",11/6/2016,"KL-16555","Jacksonville","Florida",32216,"South","FUR-FU-10004090","Furniture","Furnishings",35.57
4974,"US-2016-153815",11/6/2016,"KL-16555","Jacksonville","Florida",32216,"South","OFF-PA-10004071","Office Supplies","Paper",88.77
4975,"CA-2016-164896",11/7/2016,"PS-19045","Oceanside","California",92054,"West","OFF-PA-10002246","Office Supplies","Paper",12.90
4976,"CA-2015-142202",9/18/2015,"JR-16210","Jacksonville","Florida",32216,"South","TEC-AC-10003198","Technology","Accessories",717.12
4977,"CA-2015-165050",12/7/2015,"AH-10210","New York City","New York",10024,"East","OFF-BI-10001031","Office Supplies","Binders",21.36
4978,"CA-2015-165050",12/7/2015,"AH-10210","New York City","New York",10024,"East","OFF-BI-10003727","Office Supplies","Binders",6.69
4979,"CA-2015-165050",12/7/2015,"AH-10210","New York City","New York",10024,"East","TEC-PH-10001336","Technology","Phones",773.94
4980,"US-2016-131114",12/9/2016,"RW-19630","Chicago","Illinois",60610,"Central","OFF-SU-10001664","Office Supplies","Supplies",20.57
4981,"US-2016-131114",12/9/2016,"RW-19630","Chicago","Illinois",60610,"Central","OFF-AP-10003971","Office Supplies","Appliances",4.36
4982,"US-2016-131114",12/9/2016,"RW-19630","Chicago","Illinois",60610,"Central","TEC-AC-10000199","Technology","Accessories",19.04
4983,"CA-2014-160066",11/16/2014,"AH-10075","Huntington Beach","California",92646,"West","OFF-LA-10001045","Office Supplies","Labels",5.22
4984,"CA-2016-109925",11/6/2016,"IM-15070","San Diego","California",92105,"West","OFF-ST-10003442","Office Supplies","Storage",84.84
4985,"CA-2015-160696",9/6/2015,"CK-12760","Nashville","Tennessee",37211,"South","OFF-FA-10003059","Office Supplies","Fasteners",7.24
4986,"CA-2014-125171",9/3/2014,"AG-10390","New York City","New York",10009,"East","OFF-LA-10001175","Office Supplies","Labels",14.40
4987,"CA-2016-149279",4/24/2016,"CL-12700","Colorado Springs","Colorado",80906,"West","OFF-PA-10003441","Office Supplies","Paper",15.55
4988,"CA-2016-149279",4/24/2016,"CL-12700","Colorado Springs","Colorado",80906,"West","FUR-CH-10004287","Furniture","Chairs",1325.76
4989,"CA-2016-149279",4/24/2016,"CL-12700","Colorado Springs","Colorado",80906,"West","OFF-BI-10004040","Office Supplies","Binders",3.11
4990,"CA-2017-107321",8/31/2017,"AW-10930","San Francisco","California",94110,"West","OFF-BI-10004022","Office Supplies","Binders",6.67
4991,"CA-2017-107321",8/31/2017,"AW-10930","San Francisco","California",94110,"West","TEC-PH-10002200","Technology","Phones",689.41
4992,"US-2017-122714",12/7/2017,"HG-14965","Chicago","Illinois",60653,"Central","OFF-BI-10001120","Office Supplies","Binders",1889.99
4993,"CA-2015-153038",12/18/2015,"RB-19645","Memphis","Tennessee",38109,"South","OFF-EN-10000461","Office Supplies","Envelopes",55.94
4994,"CA-2015-153038",12/18/2015,"RB-19645","Memphis","Tennessee",38109,"South","OFF-LA-10004008","Office Supplies","Labels",18.43
4995,"CA-2015-153038",12/18/2015,"RB-19645","Memphis","Tennessee",38109,"South","FUR-FU-10000221","Furniture","Furnishings",20.32
4996,"CA-2014-132227",11/4/2014,"SZ-20035","New York City","New York",10011,"East","OFF-BI-10000962","Office Supplies","Binders",52.06
4997,"CA-2017-155824",3/10/2017,"KS-16300","Raleigh","North Carolina",27604,"South","OFF-AP-10000390","Office Supplies","Appliances",48.78
4998,"CA-2017-155824",3/10/2017,"KS-16300","Raleigh","North Carolina",27604,"South","OFF-BI-10000014","Office Supplies","Binders",13.09
4999,"CA-2016-129238",1/31/2016,"SC-20050","Los Angeles","California",90045,"West","TEC-PH-10004120","Technology","Phones",109.59
5000,"CA-2016-129238",1/31/2016,"SC-20050","Los Angeles","California",90045,"West","OFF-PA-10002764","Office Supplies","Paper",56.70
5001,"CA-2017-159688",5/7/2017,"AB-10060","Los Angeles","California",90004,"West","TEC-AC-10000736","Technology","Accessories",79.99
5002,"CA-2016-136126",5/24/2016,"EH-14125","Newport News","Virginia",23602,"South","OFF-SU-10000898","Office Supplies","Supplies",69.50
5003,"CA-2016-136126",5/24/2016,"EH-14125","Newport News","Virginia",23602,"South","OFF-PA-10004327","Office Supplies","Paper",191.60
5004,"CA-2016-155033",10/7/2016,"CC-12475","Los Angeles","California",90032,"West","OFF-PA-10000143","Office Supplies","Paper",10.56
5005,"CA-2014-156006",4/30/2014,"TM-21010","Jackson","Mississippi",39212,"South","TEC-AC-10002550","Technology","Accessories",47.79
5006,"CA-2015-158659",11/10/2015,"SC-20695","Richmond","Indiana",47374,"Central","OFF-ST-10003306","Office Supplies","Storage",714.30
5007,"CA-2015-169796",11/9/2015,"Dp-13240","New York City","New York",10035,"East","TEC-MA-10000045","Technology","Machines",2321.90
5008,"CA-2015-169796",11/9/2015,"Dp-13240","New York City","New York",10035,"East","OFF-ST-10001505","Office Supplies","Storage",17.94
5009,"CA-2015-102876",9/7/2015,"LR-17035","Philadelphia","Pennsylvania",19134,"East","OFF-BI-10004781","Office Supplies","Binders",9.52
5010,"CA-2015-102876",9/7/2015,"LR-17035","Philadelphia","Pennsylvania",19134,"East","TEC-PH-10002680","Technology","Phones",791.96
5011,"CA-2015-102876",9/7/2015,"LR-17035","Philadelphia","Pennsylvania",19134,"East","OFF-BI-10000848","Office Supplies","Binders",4.92
5012,"US-2017-139647",5/11/2017,"TS-21370","Phoenix","Arizona",85023,"West","FUR-BO-10004467","Furniture","Bookcases",209.98
5013,"US-2017-160465",7/21/2017,"SW-20350","Cleveland","Ohio",44105,"East","OFF-BI-10001670","Office Supplies","Binders",33.93
5014,"US-2017-160465",7/21/2017,"SW-20350","Cleveland","Ohio",44105,"East","OFF-ST-10000136","Office Supplies","Storage",222.32
5015,"US-2017-160465",7/21/2017,"SW-20350","Cleveland","Ohio",44105,"East","TEC-PH-10004522","Technology","Phones",210.56
5016,"CA-2014-153850",11/24/2014,"TH-21100","Toledo","Ohio",43615,"East","FUR-FU-10002960","Furniture","Furnishings",35.17
5017,"CA-2014-153850",11/24/2014,"TH-21100","Toledo","Ohio",43615,"East","TEC-PH-10002584","Technology","Phones",1502.38
5018,"CA-2014-127558",11/15/2014,"SS-20410","Los Angeles","California",90008,"West","FUR-FU-10002505","Furniture","Furnishings",10.11
5019,"CA-2014-127558",11/15/2014,"SS-20410","Los Angeles","California",90008,"West","TEC-AC-10003832","Technology","Accessories",772.47
5020,"CA-2014-127558",11/15/2014,"SS-20410","Los Angeles","California",90008,"West","OFF-SU-10002537","Office Supplies","Supplies",20.46
5021,"CA-2017-136511",3/23/2017,"MZ-17515","New York City","New York",10011,"East","OFF-SU-10003505","Office Supplies","Supplies",347.58
5022,"CA-2016-133795",12/18/2016,"JE-15475","San Diego","California",92037,"West","TEC-AC-10001465","Technology","Accessories",72.64
5023,"CA-2016-133795",12/18/2016,"JE-15475","San Diego","California",92037,"West","TEC-AC-10003832","Technology","Accessories",772.47
5024,"CA-2016-133795",12/18/2016,"JE-15475","San Diego","California",92037,"West","FUR-FU-10003731","Furniture","Furnishings",39.92
5025,"US-2017-130953",7/29/2017,"RF-19735","Oklahoma City","Oklahoma",73120,"Central","OFF-BI-10004828","Office Supplies","Binders",33.48
5026,"US-2017-130953",7/29/2017,"RF-19735","Oklahoma City","Oklahoma",73120,"Central","TEC-PH-10003012","Technology","Phones",461.97
5027,"US-2017-130953",7/29/2017,"RF-19735","Oklahoma City","Oklahoma",73120,"Central","OFF-AP-10002311","Office Supplies","Appliances",137.62
5028,"US-2017-130953",7/29/2017,"RF-19735","Oklahoma City","Oklahoma",73120,"Central","FUR-CH-10004626","Furniture","Chairs",302.67
5029,"CA-2014-151792",9/2/2014,"CV-12295","Chicago","Illinois",60653,"Central","TEC-AC-10001606","Technology","Accessories",239.98
5030,"CA-2017-139304",1/29/2017,"VG-21790","San Francisco","California",94109,"West","OFF-AR-10001216","Office Supplies","Art",8.34
5031,"CA-2017-139304",1/29/2017,"VG-21790","San Francisco","California",94109,"West","OFF-SU-10001664","Office Supplies","Supplies",8.57
5032,"CA-2017-139304",1/29/2017,"VG-21790","San Francisco","California",94109,"West","OFF-BI-10002498","Office Supplies","Binders",119.62
5033,"CA-2016-155166",12/26/2016,"BB-11545","Vineland","New Jersey",8360,"East","FUR-CH-10003968","Furniture","Chairs",212.94
5034,"CA-2016-155166",12/26/2016,"BB-11545","Vineland","New Jersey",8360,"East","OFF-AP-10002765","Office Supplies","Appliances",26.49
5035,"CA-2015-103954",8/9/2015,"HR-14770","Milwaukee","Wisconsin",53209,"Central","FUR-BO-10004690","Furniture","Bookcases",687.40
5036,"CA-2014-169803",4/6/2014,"SC-20260","Seattle","Washington",98115,"West","FUR-TA-10000688","Furniture","Tables",653.55
5037,"CA-2014-169803",4/6/2014,"SC-20260","Seattle","Washington",98115,"West","TEC-AC-10003441","Technology","Accessories",33.90
5038,"CA-2017-141719",11/17/2017,"EG-13900","Naperville","Illinois",60540,"Central","TEC-AC-10003610","Technology","Accessories",239.96
5039,"CA-2015-136469",7/11/2015,"TS-21370","Wilmington","Delaware",19805,"East","FUR-TA-10001520","Furniture","Tables",199.84
5040,"CA-2015-136469",7/11/2015,"TS-21370","Wilmington","Delaware",19805,"East","TEC-PH-10001817","Technology","Phones",716.00
5041,"CA-2015-136469",7/11/2015,"TS-21370","Wilmington","Delaware",19805,"East","OFF-BI-10004492","Office Supplies","Binders",221.06
5042,"CA-2016-158694",11/10/2016,"AI-10855","Los Angeles","California",90036,"West","OFF-PA-10002421","Office Supplies","Paper",67.71
5043,"CA-2016-158694",11/10/2016,"AI-10855","Los Angeles","California",90036,"West","OFF-AP-10000055","Office Supplies","Appliances",129.92
5044,"CA-2016-158694",11/10/2016,"AI-10855","Los Angeles","California",90036,"West","FUR-FU-10000965","Furniture","Furnishings",467.46
5045,"CA-2016-158694",11/10/2016,"AI-10855","Los Angeles","California",90036,"West","OFF-PA-10001363","Office Supplies","Paper",61.40
5046,"CA-2016-158694",11/10/2016,"AI-10855","Los Angeles","California",90036,"West","OFF-ST-10001496","Office Supplies","Storage",720.76
5047,"CA-2016-158694",11/10/2016,"AI-10855","Los Angeles","California",90036,"West","OFF-BI-10004656","Office Supplies","Binders",5.18
5048,"CA-2016-158694",11/10/2016,"AI-10855","Los Angeles","California",90036,"West","OFF-AR-10001227","Office Supplies","Art",14.70
5049,"US-2014-104759",3/31/2014,"DD-13570","Chicago","Illinois",60610,"Central","OFF-BI-10002071","Office Supplies","Binders",8.13
5050,"US-2014-104759",3/31/2014,"DD-13570","Chicago","Illinois",60610,"Central","TEC-AC-10004901","Technology","Accessories",79.98
5051,"CA-2015-150511",9/18/2015,"AB-10060","Des Moines","Washington",98198,"West","OFF-PA-10001776","Office Supplies","Paper",18.54
5052,"CA-2015-134922",11/7/2015,"KB-16240","Philadelphia","Pennsylvania",19140,"East","OFF-EN-10000483","Office Supplies","Envelopes",24.40
5053,"US-2017-120607",5/19/2017,"JC-15775","Atlanta","Georgia",30318,"South","OFF-PA-10003129","Office Supplies","Paper",195.64
5054,"CA-2015-141243",1/3/2015,"AH-10465","Dallas","Texas",75217,"Central","TEC-AC-10003198","Technology","Accessories",398.40
5055,"CA-2015-141243",1/3/2015,"AH-10465","Dallas","Texas",75217,"Central","OFF-AR-10001246","Office Supplies","Art",7.06
5056,"CA-2015-141243",1/3/2015,"AH-10465","Dallas","Texas",75217,"Central","FUR-BO-10003272","Furniture","Bookcases",1352.40
5057,"CA-2015-162166",9/8/2015,"NM-18520","Moreno Valley","California",92553,"West","OFF-PA-10002606","Office Supplies","Paper",26.40
5058,"CA-2015-162166",9/8/2015,"NM-18520","Moreno Valley","California",92553,"West","OFF-ST-10002486","Office Supplies","Storage",41.88
5059,"CA-2016-120796",4/3/2016,"CS-11950","Philadelphia","Pennsylvania",19140,"East","OFF-BI-10004330","Office Supplies","Binders",99.85
5060,"CA-2016-109722",12/5/2016,"TP-21130","Georgetown","Kentucky",40324,"South","TEC-PH-10000560","Technology","Phones",699.98
5061,"CA-2016-109722",12/5/2016,"TP-21130","Georgetown","Kentucky",40324,"South","OFF-ST-10000060","Office Supplies","Storage",584.82
5062,"CA-2015-136798",5/8/2015,"DL-12925","Minneapolis","Minnesota",55407,"Central","OFF-BI-10003684","Office Supplies","Binders",43.98
5063,"CA-2015-136798",5/8/2015,"DL-12925","Minneapolis","Minnesota",55407,"Central","TEC-PH-10000441","Technology","Phones",377.97
5064,"CA-2015-136798",5/8/2015,"DL-12925","Minneapolis","Minnesota",55407,"Central","FUR-FU-10000723","Furniture","Furnishings",123.96
5065,"CA-2017-122196",9/22/2017,"CA-12265","Wilmington","Delaware",19805,"East","TEC-PH-10004977","Technology","Phones",391.98
5066,"CA-2017-142090",11/30/2017,"SC-20380","Burlington","North Carolina",27217,"South","TEC-AC-10002001","Technology","Accessories",383.98
5067,"CA-2017-142090",11/30/2017,"SC-20380","Burlington","North Carolina",27217,"South","FUR-TA-10001889","Furniture","Tables",1781.68
5068,"CA-2017-160934",1/15/2017,"TT-21460","Los Angeles","California",90008,"West","OFF-AR-10003504","Office Supplies","Art",21.40
5069,"CA-2014-124478",8/8/2014,"MA-17560","Trenton","Michigan",48183,"Central","TEC-CO-10001571","Technology","Copiers",549.99
5070,"CA-2014-124478",8/8/2014,"MA-17560","Trenton","Michigan",48183,"Central","OFF-AP-10002495","Office Supplies","Appliances",167.54
5071,"CA-2014-124478",8/8/2014,"MA-17560","Trenton","Michigan",48183,"Central","OFF-EN-10002500","Office Supplies","Envelopes",38.34
5072,"CA-2014-124478",8/8/2014,"MA-17560","Trenton","Michigan",48183,"Central","FUR-FU-10002088","Furniture","Furnishings",53.88
5073,"CA-2014-124478",8/8/2014,"MA-17560","Trenton","Michigan",48183,"Central","TEC-PH-10001128","Technology","Phones",299.98
5074,"CA-2015-145485",11/5/2015,"JM-16195","San Francisco","California",94109,"West","OFF-ST-10000649","Office Supplies","Storage",62.80
5075,"CA-2017-151071",4/25/2017,"MB-18085","Los Angeles","California",90049,"West","OFF-BI-10002103","Office Supplies","Binders",13.90
5076,"CA-2014-134572",4/20/2014,"SV-20365","Houston","Texas",77070,"Central","FUR-TA-10001705","Furniture","Tables",744.10
5077,"CA-2014-134572",4/20/2014,"SV-20365","Houston","Texas",77070,"Central","OFF-ST-10004634","Office Supplies","Storage",44.84
5078,"CA-2014-134572",4/20/2014,"SV-20365","Houston","Texas",77070,"Central","FUR-TA-10004442","Furniture","Tables",401.59
5079,"CA-2017-143217",11/11/2017,"CG-12040","Milwaukee","Wisconsin",53209,"Central","OFF-BI-10002949","Office Supplies","Binders",18.24
5080,"US-2017-133312",11/25/2017,"BD-11500","San Francisco","California",94122,"West","FUR-BO-10002213","Furniture","Bookcases",359.50
5081,"US-2017-133312",11/25/2017,"BD-11500","San Francisco","California",94122,"West","OFF-ST-10001325","Office Supplies","Storage",10.48
5082,"US-2015-137533",12/18/2015,"JK-15640","Cleveland","Ohio",44105,"East","OFF-PA-10003441","Office Supplies","Paper",20.74
5083,"CA-2016-155138",9/8/2016,"JM-15580","Monroe","North Carolina",28110,"South","TEC-AC-10004209","Technology","Accessories",35.17
5084,"CA-2016-155138",9/8/2016,"JM-15580","Monroe","North Carolina",28110,"South","OFF-PA-10000501","Office Supplies","Paper",64.70
5085,"CA-2016-108350",6/6/2016,"SC-20230","Lowell","Massachusetts",1852,"East","OFF-PA-10003656","Office Supplies","Paper",105.52
5086,"CA-2015-144302",6/19/2015,"ME-17320","Dallas","Texas",75081,"Central","OFF-BI-10001107","Office Supplies","Binders",5.79
5087,"CA-2015-109001",3/5/2015,"KN-16390","Philadelphia","Pennsylvania",19120,"East","TEC-PH-10000562","Technology","Phones",466.16
5088,"CA-2015-109001",3/5/2015,"KN-16390","Philadelphia","Pennsylvania",19120,"East","TEC-AC-10001101","Technology","Accessories",10.31
5089,"CA-2015-109001",3/5/2015,"KN-16390","Philadelphia","Pennsylvania",19120,"East","OFF-BI-10003529","Office Supplies","Binders",2.56
5090,"CA-2017-132738",8/4/2017,"HM-14860","Loveland","Colorado",80538,"West","OFF-PA-10001752","Office Supplies","Paper",7.97
5091,"CA-2017-132738",8/4/2017,"HM-14860","Loveland","Colorado",80538,"West","OFF-EN-10001141","Office Supplies","Envelopes",8.78
5092,"CA-2017-156720",12/30/2017,"JM-15580","Loveland","Colorado",80538,"West","OFF-FA-10003472","Office Supplies","Fasteners",3.02
5093,"CA-2015-119102",5/23/2015,"KH-16690","Woonsocket","Rhode Island",2895,"East","OFF-ST-10004507","Office Supplies","Storage",51.45
5094,"US-2014-140452",12/6/2014,"BK-11260","Chicago","Illinois",60610,"Central","OFF-AP-10004036","Office Supplies","Appliances",14.02
5095,"US-2014-140452",12/6/2014,"BK-11260","Chicago","Illinois",60610,"Central","FUR-TA-10004086","Furniture","Tables",214.95
5096,"US-2014-140452",12/6/2014,"BK-11260","Chicago","Illinois",60610,"Central","TEC-PH-10000307","Technology","Phones",35.04
5097,"US-2014-140452",12/6/2014,"BK-11260","Chicago","Illinois",60610,"Central","FUR-FU-10002088","Furniture","Furnishings",10.78
5098,"US-2014-140452",12/6/2014,"BK-11260","Chicago","Illinois",60610,"Central","OFF-BI-10004965","Office Supplies","Binders",4.60
5099,"US-2014-140452",12/6/2014,"BK-11260","Chicago","Illinois",60610,"Central","OFF-ST-10002485","Office Supplies","Storage",35.17
5100,"CA-2015-141936",8/7/2015,"PN-18775","Bakersfield","California",93309,"West","OFF-BI-10002194","Office Supplies","Binders",19.15
5101,"CA-2014-158442",3/17/2014,"AZ-10750","Dallas","Texas",75217,"Central","OFF-AR-10003732","Office Supplies","Art",4.45
5102,"CA-2014-158442",3/17/2014,"AZ-10750","Dallas","Texas",75217,"Central","OFF-PA-10002195","Office Supplies","Paper",5.18
5103,"CA-2014-158442",3/17/2014,"AZ-10750","Dallas","Texas",75217,"Central","OFF-PA-10002365","Office Supplies","Paper",15.55
5104,"CA-2015-167374",3/26/2015,"GM-14500","Philadelphia","Pennsylvania",19140,"East","OFF-PA-10001950","Office Supplies","Paper",40.03
5105,"CA-2015-167374",3/26/2015,"GM-14500","Philadelphia","Pennsylvania",19140,"East","TEC-AC-10004633","Technology","Accessories",16.78
5106,"CA-2014-116568",12/14/2014,"BM-11785","Deltona","Florida",32725,"South","FUR-CH-10002439","Furniture","Chairs",186.30
5107,"CA-2015-147102",9/19/2015,"NH-18610","Columbus","Georgia",31907,"South","TEC-AC-10000682","Technology","Accessories",66.36
5108,"CA-2017-132213",4/25/2017,"PN-18775","Nashville","Tennessee",37211,"South","OFF-AR-10004078","Office Supplies","Art",42.05
5109,"CA-2017-132213",4/25/2017,"PN-18775","Nashville","Tennessee",37211,"South","OFF-AR-10001958","Office Supplies","Art",67.92
5110,"CA-2014-138450",10/18/2014,"EH-13765","Philadelphia","Pennsylvania",19134,"East","OFF-EN-10001335","Office Supplies","Envelopes",52.51
5111,"CA-2014-138450",10/18/2014,"EH-13765","Philadelphia","Pennsylvania",19134,"East","OFF-ST-10003479","Office Supplies","Storage",186.91
5112,"CA-2014-138450",10/18/2014,"EH-13765","Philadelphia","Pennsylvania",19134,"East","OFF-PA-10003016","Office Supplies","Paper",10.05
5113,"CA-2015-153073",11/13/2015,"HA-14905","Chicago","Illinois",60610,"Central","FUR-FU-10001025","Furniture","Furnishings",17.50
5114,"CA-2016-147970",1/31/2016,"AB-10150","Dallas","Texas",75220,"Central","OFF-PA-10003936","Office Supplies","Paper",15.55
5115,"CA-2016-150658",11/17/2016,"MS-17365","Carlsbad","New Mexico",88220,"West","OFF-BI-10004140","Office Supplies","Binders",10.78
5116,"CA-2017-125640",7/25/2017,"DD-13570","Philadelphia","Pennsylvania",19134,"East","OFF-LA-10004178","Office Supplies","Labels",3.30
5117,"CA-2017-154137",11/11/2017,"MT-17815","New York City","New York",10009,"East","OFF-ST-10003324","Office Supplies","Storage",35.48
5118,"CA-2015-127173",9/26/2015,"GM-14500","Oceanside","New York",11572,"East","OFF-FA-10004854","Office Supplies","Fasteners",34.44
5119,"CA-2015-127173",9/26/2015,"GM-14500","Oceanside","New York",11572,"East","TEC-MA-10002859","Technology","Machines",629.93
5120,"CA-2015-127173",9/26/2015,"GM-14500","Oceanside","New York",11572,"East","OFF-BI-10000088","Office Supplies","Binders",79.06
5121,"CA-2014-149538",4/4/2014,"KB-16585","Lafayette","Louisiana",70506,"South","OFF-ST-10004180","Office Supplies","Storage",232.55
5122,"CA-2014-149538",4/4/2014,"KB-16585","Lafayette","Louisiana",70506,"South","TEC-AC-10002926","Technology","Accessories",99.98
5123,"CA-2014-149538",4/4/2014,"KB-16585","Lafayette","Louisiana",70506,"South","OFF-PA-10003797","Office Supplies","Paper",19.44
5124,"CA-2014-149538",4/4/2014,"KB-16585","Lafayette","Louisiana",70506,"South","OFF-PA-10002195","Office Supplies","Paper",12.96
5125,"CA-2014-160766",9/14/2014,"DM-13015","New York City","New York",10009,"East","FUR-TA-10001039","Furniture","Tables",464.29
5126,"CA-2014-160766",9/14/2014,"DM-13015","New York City","New York",10009,"East","OFF-EN-10001099","Office Supplies","Envelopes",68.46
5127,"CA-2014-160766",9/14/2014,"DM-13015","New York City","New York",10009,"East","TEC-MA-10003979","Technology","Machines",2799.96
5128,"CA-2014-160766",9/14/2014,"DM-13015","New York City","New York",10009,"East","OFF-AP-10002945","Office Supplies","Appliances",601.30
5129,"CA-2014-160766",9/14/2014,"DM-13015","New York City","New York",10009,"East","TEC-PH-10001536","Technology","Phones",16.99
5130,"CA-2014-160766",9/14/2014,"DM-13015","New York City","New York",10009,"East","TEC-PH-10000526","Technology","Phones",287.97
5131,"CA-2014-160766",9/14/2014,"DM-13015","New York City","New York",10009,"East","OFF-PA-10000213","Office Supplies","Paper",44.82
5132,"CA-2017-146626",12/29/2017,"BP-11185","Anaheim","California",92804,"West","FUR-FU-10002501","Furniture","Furnishings",101.12
5133,"CA-2015-123330",6/21/2015,"EP-13915","Deltona","Florida",32725,"South","TEC-PH-10001819","Technology","Phones",107.98
5134,"CA-2017-155607",11/26/2017,"FG-14260","New York City","New York",10009,"East","OFF-AP-10001962","Office Supplies","Appliances",58.73
5135,"CA-2017-155607",11/26/2017,"FG-14260","New York City","New York",10009,"East","OFF-BI-10003364","Office Supplies","Binders",93.34
5136,"CA-2016-151323",10/23/2016,"AB-10255","Seattle","Washington",98103,"West","OFF-FA-10002983","Office Supplies","Fasteners",17.05
5137,"CA-2015-146696",12/14/2015,"RD-19480","San Diego","California",92105,"West","OFF-BI-10002432","Office Supplies","Binders",8.10
5138,"CA-2016-128972",11/13/2016,"TS-21430","Oklahoma City","Oklahoma",73120,"Central","FUR-FU-10003096","Furniture","Furnishings",30.36
5139,"CA-2017-128335",9/29/2017,"JA-15970","Mount Vernon","New York",10550,"East","OFF-EN-10001539","Office Supplies","Envelopes",23.34
5140,"CA-2017-128335",9/29/2017,"JA-15970","Mount Vernon","New York",10550,"East","OFF-PA-10004996","Office Supplies","Paper",51.55
5141,"CA-2015-154886",11/8/2015,"SW-20455","San Francisco","California",94109,"West","TEC-AC-10001956","Technology","Accessories",119.90
5142,"CA-2016-111213",4/1/2016,"FP-14320","New York City","New York",10009,"East","FUR-CH-10000454","Furniture","Chairs",1317.49
5143,"CA-2016-111213",4/1/2016,"FP-14320","New York City","New York",10009,"East","OFF-SU-10000946","Office Supplies","Supplies",63.84
5144,"CA-2016-111213",4/1/2016,"FP-14320","New York City","New York",10009,"East","OFF-BI-10004140","Office Supplies","Binders",3.59
5145,"CA-2017-161333",2/2/2017,"JL-15835","Los Angeles","California",90045,"West","FUR-FU-10003039","Furniture","Furnishings",86.26
5146,"CA-2017-161333",2/2/2017,"JL-15835","Los Angeles","California",90045,"West","OFF-ST-10000464","Office Supplies","Storage",139.04
5147,"CA-2017-161333",2/2/2017,"JL-15835","Los Angeles","California",90045,"West","OFF-AP-10000252","Office Supplies","Appliances",46.80
5148,"CA-2017-128734",12/24/2017,"JL-15175","Chandler","Arizona",85224,"West","FUR-FU-10001731","Furniture","Furnishings",8.54
